url,food,course,ingredients,instructions
https://www.kawalingpinoy.com/puto-maya-and-sikwate/,Puto Maya and Sikwate,"Breakfast, Snack","2 cups glutinous rice, 2 thumb-size ginger, peeled and grated, 1 can (13.5 ounces) coconut milk, 1/2 cup sugar, 1/2 teaspoon salt, Manila mangoes, peeled and sliced, 4 cups water, 4 pieces tablea, 1/2 cup brown sugar","In a large bowl, place glutinous rice and add enough water to cover. Soak for about 1 hour and then drain. Under cold running water, rinse rice two to three times or until water runs clear. Drain well.
Fill the lower part of the steamer with water and bring to a boil over medium heat.
Place soaked rice in a steamer basket, spreading the rice across the surface. Place the basket over the steamer, cover, and steam rice for about 30 to 40 minutes or until half-done.
Meanwhile, squeeze the grated ginger using a cheesecloth to extract the juice. Discard fibers.
In a bowl, combine the coconut milk, the extracted ginger juice, sugar, and salt. Stir until sugar and salt are dissolved.
After 40 minutes or when rice is half done, gently add coconut milk mixture. Stir until well combined.
Continue to steam for about 20 to 30 minutes or until liquid is absorbed, and rice is fully cooked and tender but not mushy. Remove from heat.
While still hot, pack rice into a small bowl to shape and invert on a plate. Serve with mangoes and sikwate. Alternatively, spoon puto maya in folded banana leaves, shape into a triangle, and wrap with the leaves."
https://www.kawalingpinoy.com/uraro-cookies/,Uraro Cookies,Baked Goods,"3/4 cup butter, softened, 3/4 cup sugar, 2 eggs, 1/2 teaspoon vanilla extract, 1/2 cup all-purpose flour, 1 1/2 teaspoons baking powder, 2 cups arrowroot starch/flour, 1/2 teaspoon salt"," Preheat the oven to 350 F.
In a large bowl, sift together arrowroot flour, all-purpose flour, baking powder, and salt. Set aside.   
In another mixing bowl, cream butter and sugar with an electric mixer until creamy and fluffy.
Beat in eggs one at a time, just until incorporated. Beat in vanilla extract.
 Gradually add the dry ingredients to the mixing bowl, starting at low speed to moisten and then increasing the speed to incorporate fully.
Beat just until the batter is smooth. DO not overbeat.
Transfer the batter into a cookie press.  Dispense the batter in a single press onto an ungreased baking sheet, leaving about 1 and 1/2 inch space in between.
Bake in the preheated 350 F oven for 12 to 15 minutes, or until the undersides are starting to turn golden.
Allow to cool completely in the pan. To remove, simply slide a cookie with your fingers until it releases. Do not use a spatula to lift the cookies as they're fragile and might break."
https://www.kawalingpinoy.com/adobong-talong/,Adobong Talong,"Main Entree, Side Dish","4 tablespoons canola oil, 4 medium Filipino eggplant, stems trimmed and cut into 2-inch chunks, 5 cloves garlic, peeled and minced, 1/2 cup vinegar, 1/2 cup water, 1/4 cup soy sauce, 2 Thai chili peppers, salt and pepper to taste","In a wide pan over medium heat, heat about 3 tablespoons of the oil. Add eggplant and cook until lightly browned. Remove from pan and drain on paper towels.
In the pan, heat the remaining 1 tablespoon oil. Add garlic and cook, stirring regularly, until lightly browned.
Add vinegar, water, and soy sauce and bring to a boil, uncovered and without stirring, for about 2 to 3 minutes until slightly reduced.
Add eggplant and chili peppers. Cook, covered, for about 4 to 5 minutes or until tender.
Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/sisig-pusit/,Sisig Pusit,Appetizer,"2 (about 2 pounds) jumbo squid, salt and pepper to taste, 1 onion, peeled and diced, 2 cloves garlic, peeled and minced, 1 thumb-sized ginger, peeled and minced, 1/2 red bell pepper, seeded, cored, and diced, 1/2 green bell pepper, seeded, cored, and diced, 4 Thai chili peppers, 1/4 cup calamansi juice, 2 tablespoons Worcestershire sauce, 1 teaspoon brown sugar, 1 tablespoon butter, 1 tablespoon canola oil","Hold the tail tube portion of the squid and with fingers, grasp the cuttlebone (the thin, clear cartilage inside the tube) and pull from the squid’s body. Remove black ink and discard. Wash the squid and drain well.
Season squid with salt and pepper to taste. Let stand for about 10 to 15 minutes. Grill squid over hot coals for about 4 to 5 minutes on each side.
Remove squid from heat and allow to cool to touch. Chop into bite-size pieces and keep warm.
In a bowl, combine calamansi juice, Worcestershire sauce, brown sugar, and salt and pepper to taste. Stir until combined and set aside.
In a wide, heavy-bottomed skillet over high heat, add butter and oil.
Add onions, garlic, ginger, bell peppers, and chili peppers. Cook, stirring regularly, for about 30 to 40 seconds or until aromatic.
Add squid and calamansi mixture. Toss quickly just until heated through.
Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/sweet-and-sour-pork/,Sweet and Sour Pork,Main Entree,"1 pound pork tenderloin, cut into 1-inch cubes, 2 tablespoons soy sauce, 1 tablespoon Chinese cooking wine, 1/2 cup flour, 1/2 cup cornstarch, salt and pepper to taste, canola oil, 1/2 red bell pepper, cored, seeded, and cut into chunks, 1/2 green bell pepper, cored, seeded, and cut into chunks, 1 small onion, peeled and sliced thinly, 1 cup pineapple chunks, 1 cup pineapple juice, ½ cup rice vinegar, ¼ cup ketchup, ½ cup brown sugar, 1 teaspoon salt, 1 tablespoon cornstarch","In a bowl, combine pork, soy sauce, and Chinese cooking wine. Stir until pork is coated and marinate for about 30 minutes. Drain well.
In a bowl, combine flour, cornstarch, and salt, and pepper to taste. Dredge pork in flour mixture to fully coat.
In a pan over medium heat, heat about 2 inches deep of oil. Add pork cubes and cook, turning as needed, for about 6 to 10 minutes or until golden, crisp, and cooked through.
With a slotted spoon, remove pork from the pan and drain on paper towels. Keep warm.
In a pan over medium heat, heat about 1 tablespoon oil. Add onions and bell peppers and cook, stirring regularly, for about 30 seconds or until half done. Remove from pan and drain on paper towels.
In the pan, add sweet and sour sauce mixture, whisking regularly, and bring to a boil. Continue to cook, whisking regularly, for about 2 to 3 minutes or until thickened.
Add onions, bell peppers, and pineapple chunks. Cook for about 30 to 40 seconds or until tender yet crisp. 
Add fried pork and quickly toss to coat. Remove from heat and serve immediately.
Alternatively, pan-fry the bell peppers, onions, and pineapple chunks until tender yet crisp. Arrange fried pork cubes on a platter and garnish with the sauteed bell peppers, onions and pineapple chunks. Drizzle with the prepared sweet and sour sauce just before serving."
https://www.kawalingpinoy.com/bangus-ala-pobre/,Bangus ala Pobre,Main Entree,"1 head garlic, peeled and minced, canola oil, 2 boneless bangus bellies, cut into halves, salt and pepper to taste, 1/2 cup flour, 1/4 cup calamansi or lemon juice, 1/4 cup soy sauce, 1/4 cup water, 1 teaspoon brown sugar, 1 tablespoon oyster sauce, 1 tablespoon butter, 1 medium onion, peeled and cut into 1/4-inch rings","In a pan over medium heat, heat about 1/2 cup oil. Add garlic and cook, stirring regularly, until golden brown and crisp. Using a slotted spoon, remove from pan and drain on paper towels. Reserve oil.
Season fish with salt and pepper to taste. Lightly dredge in flour to fully coat.
Add to the pan (with garlic oil) in a single layer and cook, turning as needed until nicely golden crisp, and cooked through. Remove from pan and keep warm.
In a small bowl, combine lemon juice, soy sauce, oyster sauce, brown sugar, and water. Stir until blended and set aside.
In a pan over medium heat, heat about 1 tablespoon butter.
Add the sauce mixture and bring to a simmer. Continue to cook until slightly reduced.
Arrange fried bangus on a heated sizzling plate. Drizzle with the sauce and garnish with onion rings and toasted garlic. Serve hot."
https://www.kawalingpinoy.com/ginisang-corned-beef/,Ginisang Corned Beef,"Breakfast, Main Entree","2 tablespoons canola oil, 1 large potato, peeled and diced, 1 onion, peeled and chopped, 2 cloves garlic, peeled and minced, 1 can (11.5 ounces) chunky-style corned beef, 1/2 cup water, salt and pepper to taste","In a skillet over medium heat, heat about 2 tablespoons of oil.
Add potatoes and cook until lightly browned.
Add onions and garlic and cook, stirring occasionally, until softened.
Add corned beef and water and bring to a boil, breaking meat into smaller pieces.
Cover, lower heat and cook for about 3 to 5 minutes or until potatoes are tender.
Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/dinakdakan/,Dinakdakan,none,"2 pounds pork face snout, ears, water, 2 bay leaves, 2 tablespoons salt, 1 teaspoon pepper corns, 1/2 pound pork liver, 8 ounces pig brain, 1/4 cup cup calamansi juice, 1 red onion peeled and sliced thinly, 1 thumb-size ginger peeled and minced, 3 Thai chili peppers stemmed and minced, salt and pepper to taste","In a pot over medium heat, combine pork face, salt, peppercorns, bay leaves, and enough water to cover. Bring to a boil, skimming scum that accumulates on top.
Lower heat, cover, and simmer for about 45 minutes to 1 hour or until meat is tender but not falling apart. With a slotted spoon, remove meat and drain well.
Add liver to the pot and cook for about 3 to 5 minutes or until half-done. Remove from pan and drain well.
Add pig brain to pot and cook for about 8 to 10 minutes. With a slotted spoon, remove brain and transfer into a bowl. With a fork, mash until smooth. Set aside.
Over hot coals, grill pork for about 4 to 6 minutes on each side or until crisp and slightly charred. Allow to cool to touch and slice thinly
Grill liver for about 3 to 5 minutes until nicely charred and fully cooked.
In a large bowl, combine pork meat, onions, ginger, and chili peppers.
Add calamansi juice and toss to combine.
Add mashed pig brain and stir until well-distributed. Season with salt and pepper to taste."
https://www.kawalingpinoy.com/brazo-de-mercedes/,Brazo de Mercedes,Dessert,"10 egg yolks, beaten, 1 can (14 ounces) condensed milk, 1 teaspoon vanilla extract, 1/2 teaspoon lemon or calamansi zest, 10 egg whites, 1 teaspoon cream of tartar, 1 cup superfine sugar, 1/4 cup powdered sugar","In a bowl, combine egg yolks, milk, vanilla extract, and lemon zest. Stir until well-blended.
Place in a double boiler and cook, stirring regularly, for about 30 to 40 minutes or until mixture thickens into a spreadable paste. Transfer custard into a bowl and cover with wax paper until ready to use.
In a bowl, combine egg whites and cream of tartar. Using an electric mixer, beat at low speed.
As the egg whites start to turn opaque and begin to fluff into a thick foam, gradually add the sugar in small amounts and continue to beat while gradually increasing the speed of the mixer until stiff peaks form. The whipped whites will be smooth and glossy, with no sugar grains.
Line a 14 x 16 baking sheet with parchment paper and lightly grease the surface of the paper. Set aside.
Transfer meringue onto the prepared baking sheet and, using a spatula, spread evenly across into about 1/4-inch thick.
Bake in a 350 F oven for about 20 minutes or until the meringue is set and the top has turned light brown. Remove from oven and allow to cool.
Using a fine-mesh sieve, light dust top of the meringue with powdered sugar.
Place another layer of greased wax paper and another baking sheet over the meringue. Gently invert the meringue onto the new baking sheet and peel the wax paper on top.
Spoon custard on top and spread evenly on the cooked meringue, leaving about 1/4 without filling.
Starting on the filled side, carefully roll meringue into a log. Cover both ends of the Brazo de Mercedes with wax paper and chill in the refrigerator for about 1 hour.
To serve, cut into desired thickness."
https://www.kawalingpinoy.com/monay/,Monay,Baked Goods,"1/4 cup water (105-115 F), 2 1/4 teaspoons active dry yeast, 1/4 cup sugar, 3/4 cup warm milk, 1 egg, 1/4 cup melted butter, 1/4 cup powdered milk, 1 teaspoon salt, 4 cups all-purpose flour, 1 egg, 1 tablespoon milk"," In a large bowl, add the warm water. Sprinkle the yeast and about one teaspoon of the sugar. Let the mixture sit for about 5 minutes or until thick and foamy. 
Add the egg, butter, warm milk, dry milk powder, the remaining sugar, and salt. Using a wooden spoon, stir until blended.
Add the flour and stir with a wooden spoon until a shaggy dough forms.
Turn the dough over on a flat working surface and knead for about 10 to 15 minutes or until smooth and elastic, lightly dusting hands with flour as needed to keep the dough from sticking.
Lightly oil a large bowl. Shape the dough into a ball and gently turn it over and gently swipe on the inside of the bowl to oil the top. Then flip and place in the bowl, oiled side up.
Cover with a  clean towel and let the dough rise for 1 hour or until double in size.
Gently deflate the dough by punching down. Turn over on the working surface and gather into a ball. Cut the dough into halves and cut each half into 6 portions.
Using the palm of your hands, roll each dough into a smooth ball.
Arrange the balls in a single layer on a parchment-lined baking sheet, leaving about 2 inches of space in between.
Using a sharp knife or scissors, make a deep cut in each ball halfway, but not all the way through.
Loosely cover with a clean towel and let rest for about 10 minutes.
Meanwhile, preheat the oven to 350 F.
In a small bowl, make the egg wash by combining 1 egg and 1 tablespoon milk. Whisk until well-blended.
Brush the tops of the buns with the egg wash and bake for 20 to 25 minutes, or until lightly golden on top."
https://www.kawalingpinoy.com/crispy-pork-shoulder/,Crispy Pork Shoulder,Main Entree,"1 whole (about 8 to 10 pounds) pork shoulder with skin on, 1/2 cup vinegar, 1 tablespoon salt, 1 teaspoon garlic powder, 1 teaspoon pepper","With a knife, pierce the skin a few times, making sure not to cut through the meat.
Pour vinegar over and massage on meat. Rub salt, garlic powder, and pepper all over the meat.
Refrigerate, uncovered and skin side up, overnight to chill.
With paper towels, pat down surfaces of meat to completely dry. Arrange on a roasting pan fitted with a rack. 
Bake, uncovered, in a preheated 180 F oven for about 4 1/2 to 5 hours.
Increase temperature to 320 F and continue to cook for about 1 1/2 to 2 hours or until meat is cooked through and browns.
Increase temperature to 430 F and continue to cook for about 30 to 40 minutes or until skin is very crisp and a thermometer inserted in the center of the pork reads 145 F.
Remove from oven and allow to rest for about 10 to 15 minutes before slicing. "
https://www.kawalingpinoy.com/banana-meat/,Banana Meat,Appetizer,"canola oil, small onion, peeled and chopped, 2 cloves garlic, peeled and minced, 1/2 pound ground pork, 1 tablespoon soy sauce, salt and pepper to taste, 4 ripe but firm Saba bananas, 1/2 cup flour, 1/2 cup water","In a pan over medium heat, heat about 1 tablespoon of oil. Add onions and garlic and cook until softened. 
Add ground pork and cook, breaking up to small pieces with the back of a spoon, for, about 8 to 10 minutes or until lightly browned.
Add soy sauce and continue to cook, stirring regularly, until meat is cooked through. Season with salt and pepper to taste. 
Remove meat from pan and in a colander, drain any excess liquid. Allow to cool to touch.
Peel bananas. With a knife, make an incision on one side of the bananas. 
Using a spoon, gently stuff the banana with the cooked meat.
In a small bowl, combine flour and water. Whisk together until smooth and well blended. Spoon mixture over stuffed bananas to cover meat filling.
In a pan over medium heat, heat about 2 inches deep of oil. 
Gently place bananas stuffed side up into the hot oil. Cook for about 3 to 5 minutes or until golden brown. Occasionally spoon oil on top of the bananas to cook and brown.
Remove from heat and drain on paper towels. Serve warm."
https://www.kawalingpinoy.com/kinamatisang-baboy/,Kinamatisang Baboy,"Main Entree, Soup","1 tablespoon canola oil, 1 onion, peeled and chopped, 3 cloves garlic, peeled and minced, 3 pounds pork spare ribs, cut into 2-inch pieces, 5 large Roma tomatoes, 1 tablespoon fish sauce, 6 cups water, 2 bunches pechay, cut into thirds, salt and pepper to taste","In a pot over medium heat, heat 1 tablespoon oil. Add onions and garlic and cook until softened.
Add pork spare ribs and cook, stirring occasionally, until pork changes color and is no longer pink.
Add tomatoes and cook until softened and release juice.
Add fish sauce, and cook for about 1 minute.
Add water and bring to a boil, skimming scum that floats on top.
Lower heat, cover, and simmer for about 50 to 60 minutes or until meat is fork-tender. Add water in 1/2 cup increments as needed to maintain 6 cups.
Add pechay and cook for about 1 minute.
Season with salt and pepper to taste."
https://www.kawalingpinoy.com/filipino-mango-and-tomato-salad/,Filipino Mango and Tomato Salad,Side Dish,"1 large ripe but firm mango, peeled and julienned, 1 large Roma tomato, seeded and diced, 1/2 small red onion, peeled and diced, 1/4 bunch cilantro, stemmed and coarsely chopped, 1/4 cup vinegar, 3 tablespoons fish sauce, 1 teaspoon canola oil, 1 tablespoon sugar, 1/4 teaspoon freshly-ground pepper","In a bowl, combine vinegar, fish sauce, and oil. Add sugar and pepper. Whisk together until well blended.
In a bowl, combine mangoes, tomatoes, red onions, and cilantro.
Drizzle with vinaigrette dressing and toss gently to combine.
Cover and refrigerate for about 10 minutes to allow flavors to meld."
https://www.kawalingpinoy.com/sampalok-candy/,Sampalok Candy,Snack,"2 pounds ripe tamarind pods, 1 cup water, 2 cups sugar, 1 teaspoon salt","Line a baking sheet with wax paper and set aside.
Hull the tamarind, removing the outer shell and inner strings to separate the fruit.
In a wide pan over medium heat, combine tamarind pulp, water, 1 1/2 cups of the sugar and 1/2 teaspoon of the salt. Bring to a boil.
Lower heat and continue to cook, stirring and mashing with the back of a spoon, for about 15 to 20 minutes or until mixture is very thick and sticky.
Using a teaspoon or small cookie scoop, scoop tamarind mixture and drop in a single layer on prepared baking sheet, leaving space between each mound. Refrigerate for about 1 to 2 hours or until completely cooled and slightly hardened.
On a large plate, combine the remaining 1/2 cup sugar and 1/2 teaspoon salt.
Using the palm of hands, shape each tamarind mound into balls. Roll in sugar and salt mixture to fully coat.
Wrap about three to four pieces in cellophane or store in an airtight container."
https://www.kawalingpinoy.com/pastillas-de-leche/,Pastillas de Leche,"Dessert, Snack","5 cups fresh milk (carabao or whole cow's milk), 1 cup sugar, 1/2 teaspoon lime or calamansi zest, 2 tablespoons butter, 3/4 cup full cream powdered milk","In a wide, nonstick skillet over low heat, combine milk and 2/3 cup of the sugar, and stir until sugar is dissolved.
Cook, regularly stirring and scraping sides and bottom of the pan, for about 1 to 1 1/2 hours or until milk is reduced and mixture turns into a thin paste.
Add lime zest and stir to combine.
Add butter and powdered milk and stir until smooth and well combined.
Continue to cook for about 3 to 5 minutes or until the mixture begins to pull from sides of the pan and turns into a soft dough.
Transfer mixture into a lightly oiled plate and allow to cool to touch.
Divide mixture into about 40 portions and roll each portion into logs of about 1-inch long.
Roll pastillas in the remaining 1/3 cup sugar until fully coated.
Wrap individually in Japanese paper."
https://www.kawalingpinoy.com/pesang-manok/,Pesang Manok,"Main Entree, Soup","1 (about 3 to 4 pounds) whole chicken, cut into serving parts, 6 cups water, 1 onion, peeled and quartered, 2 pieces thumb-sized ginger, peeled and pounded, 1/2 teaspoon peppercorns, 2 tablespoons fish sauce, 2 medium potatoes, peeled and quartered, 1 small Napa cabbage, ends trimmed and cut into pieces, 1 bunch bok choy, ends trimmed and cut into pieces, salt and pepper to taste","In a large pot over medium heat, combine chicken and water. Bring to a boil, skimming scum that floats on top.
When the broth has cleared, add onions, ginger, peppercorns, and fish sauce.
Lower heat, cover, and simmer for about 20 to 25 minutes or until chicken is cooked through.
Add potatoes and continue to cook for about 8 to 10 minutes or until tender.
Add bok choy and cabbage and cook for about 2 to 3 minutes or until tender yet crisp. Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/pinakbet-crispy-lechon-kawali/,Pinakbet with Crispy Lechon,Main Entree,"1 tablespoon canola oil, 1 onion, peeled and chopped, 2 cloves garlic, peeled and minced, 2 tablespoons fish sauce, 2 large tomatoes, chopped, 1 1/2 cups water, 1/2 small kalabasa (kabocha), peeled and cut into pieces, 8 okra, ends trimmed, 1/2 bunch long beans (sitaw), ends trimmed and cut into 3-inch lengths, 1 large bitter melon, seeded, halved, and cut into 1-inch thick, 1 large eggplant, stemmed and cut into 1-inch thick, salt and pepper to taste, 2 cups lechon kawali, cut into 1 1/2-inch pieces","In pot over medium heat, heat oil. Add onions and garlic and cook, stirring regularly, until softened.
Add tomatoes and cook, mashing with the back of a spoon, until softened and have released juice.
Add fish sauce and continue to cook for about 1 to 2 minutes.
Add water and bring to a boil.
Add kalabasa and cook for about 2 minutes.
Add okra, long beans, bitter melon, and eggplant. Continue to cook for about 4 to 5 minutes or until vegetables are tender yet crisp.
Season with salt and pepper to taste.
Add lechon kawali and gently toss until just heated through. Serve hot."
https://www.kawalingpinoy.com/crispy-sisig/,Crispy Sisig,Appetizer,"4 cups lechon kawali, chopped, 1 medium red bell pepper, seeded, cored and diced, 1 medium green bell pepper, seeded, cored and diced, 1 onion, peeled and diced, 5 Thai chili peppers, minced, 1/2 cup calamansi juice, salt and pepper to taste","In a large bowl, combine lechon kawali, bell pepper, onions, and chili peppers.
Add calamansi juice and season with salt and pepper to taste.
Gently toss together to evenly distribute. Serve immediately."
https://www.kawalingpinoy.com/ensaladang-pipino/,Ensaladang Pipino,Side Dish,"1/2 cup vinegar, 2 tablespoons fish sauce, 1 teaspoon sesame oil, 1 tablespoon sugar, 1 teaspoon salt, 1 Thai chili pepper, minced, 1/2 teaspoon peppercorns, freshly cracked, 2 large cucumbers, washed and sliced thinly, 1 small red onion, peeled and sliced thinly","In a small bowl, combine vinegar, fish sauce, sesame oil, chilis, sugar, salt and peppercorns. Whisk together until sugar is dissolved.
In a large bowl, combine cucumber and onions.
Add vinegar mixture and toss gently. Chill in the refrigerator to allow flavors to meld."
https://www.kawalingpinoy.com/ensaladang-talbos-ng-kamote/,Ensaladang Talbos ng Kamote,Side Dish,"1 bundle kamote leaves, 1 large Roma tomato, diced, 2 shallots, peeled and sliced thinly, 1/4 cup vinegar, 2 cloves garlic, peeled and minced, 1 teaspoon fish sauce, 1 teaspoon canola or olive oil, 1/2 teaspoon sugar, salt and pepper to taste","Pick the leaves from the stems. Under cold, running water, wash and drain well.
Steam kamote leaves for about 1 to 2 minutes or just until wilted. Or, in a pot over medium heat, bring about 2 cups of water to a boil. Briefly dip leaves in the boiling water for about 10 to 20 seconds or just wilted.
Quickly plunge leaves in iced water for about 30 to 40 seconds or until cold. Drain well.
In a bowl, combine kamote leaves, tomatoes, and shallots.
In a small bowl, combine vinegar, garlic, fish sauce, oil, sugar, and salt and pepper to taste.
Drizzle dressing over salad and gently toss to combine."
https://www.kawalingpinoy.com/pork-green-bean-stir-fry/,Pork and Green Bean Stir-fry,"Main Course, Side Dish","1 tablespoon canola oil, 1 onion, peeled and chopped, 2 cloves garlic, peeled and minced, 1 thumb-sized ginger, peeled and minced, 1/2 pound ground pork, 2 tablespoons oyster sauce, 2 teaspoons brown sugar, 2 tablespoons soy sauce, 2 tablespoons water, 1 pound green beans, ends trimmed and cut thinly on a bias, 2 medium carrots, peeled and julienned, salt and pepper to taste","In a wok or wide skillet over medium heat, heat oil. Add onions, garlic, and ginger. Cook until softened.
Add ground pork and cook, breaking into pieces with the back of a spoon, until lightly browned. Drain excess oil as needed.
In a bowl, combine soy sauce, oyster sauce, water, and brown sugar. Stir until blended and sugar is dissolved.
Add to ground pork and bring to a simmer.
Increase heat to high. Add green beans and carrots. Continue to cook, stirring regularly, for about 2 to 3 minutes or until vegetables are tender yet crisp.
Season with salt to taste and generously with pepper. Serve hot."
https://www.kawalingpinoy.com/sinaing-na-tulingan/,Sinaing na Tulingan,Main Course,"2 1/2 pounds (about 7 to 8 pieces) tulingan (bullet tuna), rock salt, 1/2 pound pork belly, 1 cup dried kamias (kalamyas or bilimbi), 1/2 cup sukang irok (kaong palm vinegar), water","Wipe banana leaves with a damp cloth to remove any dirt. Cut into about 2-inch thick strips and set aside.
Clean the fish by removing the gills and innards. Make a slit in the center on both sides of the fish.
Soak in a bowl of water for about 20 to 30 minutes to remove any blood. Rinse and drain well.
Press the fish firmly with the palm of your hands to flatten.
Generously rub fish with ½ cup rock salt. Wrap part of the body and head with banana leaf.
In a clay pot, layer the bottom with banana leaves. Add pork belly and ½ cup dried kamias.
Arrange fish in the pot, alternating positions.
Add 1 tablespoon rock salt, ½ cup dried kamias, and sukang irok.
Add enough water to cover fish. Cover with banana leaves.
Cover with the palayok lid and bring to a boil.
Lower heat and cook on low heat for about 4 to 5 hours or until flesh and bones are very tender, adding water in 1/2 cup increments if the liquid is drying out."
https://www.kawalingpinoy.com/ulo-ulo-salmon/,Ulo-Ulo Salmon,Main Entree,"2 pounds salmon belly, cut into serving pieces (or salmon fish heads, split into two), 1/2 cup vinegar, 1/2 cup water, salt and pepper to taste., 1 tablespoon canola oil, 1 onion, peeled and sliced thinly, 3 cloves garlic, peeled and minced, 1 thumb-size ginger, peeled and julienned, 2 Roma tomatoes, chopped, 2 tablespoons oyster sauce, 1 bunch pechay, ends trimmed and leaves separated","In a pot over medium heat, combine salmon belly, vinegar, water, and salt and pepper to taste.
Bring to a boil, uncovered and without stirring, for about 2 to 3 minutes or just until fish changes color. Drain fish, reserving liquid.
In a skillet over medium heat, heat oil. Add onions, garlic, and ginger, and cook until softened.
Add tomatoes and cook, mashing with the back of a spoon, until softened and release juices.
Add reserved liquid and bring to a boil.
Add salmon.
Lower heat and simmer until fish is cooked through.
Add oyster sauce and stir to completely disperse. Season with salt and pepper, if needed.
Add pechay leaves and cook for another 1 to 2 minutes or just until wilted. Serve hot."
https://www.kawalingpinoy.com/corned-beef-frittata/,Corned Beef Frittata,Breakfast,"3 tablespoons canola oil, 1 large potato, peeled and diced, 1 small onion, peeled and chopped, 2 cloves garlic, peeled and minced, 1 can (11.5 ounces) corned beef, chunky-style, 1/2 cup water, salt and pepper to taste, 1/2 cup frozen sweet peas, thawed, 8 eggs, beaten","In a skillet over medium heat, heat about 2 tablespoons oil. Add potatoes and cook until lightly browned.
Add onions and garlic and cook, stirring occasionally, until softened.
Add corned beef and water and bring to a boil, breaking meat into smaller pieces.
Cover, lower heat and cook for about 3 to 5 minutes or until potatoes are tender. Season with salt and pepper to taste.
Add sweet peas. Continue to cook until peas are heated through and liquid is mostly reduced. Remove from pan.
In a bowl, combine eggs and corned beef mixture. Stir until combined.
In an 8-inch oven-safe pan or cast-iron skillet over medium heat, heat the remaining 1 tablespoon oil and swirl around the bottom to coat.
Add egg-corned beef mixture and cook just until edges begin to set.
Transfer the skillet into a 385 F oven and bake for about 10 to 15 minutes or until the top is lightly browned and the egg mixture is barely set.
Remove from oven and allow to stand for about 1 to 2 minutes. To serve, slice into wedges."
https://www.kawalingpinoy.com/crab-corn-soup/,Crab and Corn Soup,Soup,"4 cups chicken broth, 1 tablespoon seafood soup base, 1 cup crab meat, flaked, 1 cup corn kernels, 1/4 cup imitation crab, chopped, salt and pepper to taste, 2 tablespoons cornstarch, 1/4 cup water, 1 egg, green onions, chopped","In a pot over medium heat, combine chicken broth and seafood base and bring to a boil, stirring until seafood base is dissolved.
Add crab meat, corn, and imitation crab. Continue to cook for about 1 to 2 minutes. Season with salt and pepper to taste.
In a bowl, combine cornstarch and water and stir until smooth.
Lower heat and add cornstarch mixture, whisking vigorously to prevent lumps. Return to a boil for about 1 to 2 minutes, stirring regularly.
Break the egg into the pot and with a fork, stir until the egg is dispersed. Continue to cook for 1 minute or until the egg is set.
Ladle soup into bowls and garnish with green onions. Serve hot."
https://www.kawalingpinoy.com/ginataang-gulay/,Ginataang Gulay,Main Entree,"1 tablespoon canola oil, 1 onion, peeled and chopped, 2 cloves garlic, peeled and minced, 1/2 pound pork belly, cut into 1-inch strips, 1/2 pound medium shrimp, peeled and deveined, 1 tablespoon shrimp paste, 2 cans (13.5 ounces each) coconut milk, 8 ounces frozen young green jackfruit, thawed and cut into 1-inch pieces or 1 (20 ounces) can young green jackfruit, 1/2 medium calabasa, peeled, seeded, and cut into 1-inch cubes, 12 pieces green beans, ends trimmed and cut into halves, 2 medium eggplant, ends trimmed and cut into 1-inch thickness, salt and pepper to taste","In a wide pan over medium heat, heat oil. Add onions and garlic and cook until softened.
Add pork and cook, stirring occasionally, until lightly browned.
Add shrimp and cook just until the color changes to pink.
Add shrimp paste and cook, stirring regularly, for about 1 to 2 minutes.
Add coconut milk. Bring to a simmer and continue to cook for about 3 to 5 minutes until slightly thickened and reduced.
Add jackfruit and cook for about 3 to 5 minutes.
Add kalabasa and cook until tender but not falling apart.
Add green beans and eggplant and continue to cook until vegetables are tender and sauce is thickened.
Season with salt and pepper to taste. Serve hot."
